,price
63137,16899
16582,6670
58775,27000
45990,17998
64755,10390
18489,8995
51661,6091
62916,21989
70473,9491
16035,7599
67436,14998
45776,7300
37495,31317
26036,12995
19293,6000
25854,53990
51260,25899
27889,10752
43100,12995
29600,14990
62618,10679
51148,8499
38488,11529
209,8600
13204,31490
47397,8311
75661,10222
662,12199
65912,20500
34583,17999
4773,22399
16965,8940
69396,7499
50602,20998
21985,11099
27571,7985
23594,11290
73764,9500
12830,11975
44397,10347
67094,9995
19067,6493
14375,7995
58420,9995
23295,11998
54811,34799
50719,17690
43323,11900
70536,8199
15550,22499
10497,9498
6415,10700
65846,20750
15130,17250
15450,32490
38507,14340
34970,17500
6644,17491
25910,14698
73953,13199
27371,5391
8729,12998
309,7999
63806,11450
4184,17495
53790,19500
46054,13150
5118,23799
27278,11999
13185,24899
25748,12295
35721,6270
26417,19500
53542,7995
75880,8990
24681,15000
11462,75995
1318,23198
50755,12149
65270,15295
37683,16000
35735,14799
150,17795
1343,6936
22761,8399
2450,24055
21447,3295
27455,28000
51167,33250
29493,12317
21811,28995
62417,6995
71394,28998
44089,16300
23636,15999
21821,13686
34050,10495
17952,19795
74312,20290
8642,24995
27574,6490
4566,18520
49061,14990
57222,6295
63115,17499
18163,9998
46053,46888
31332,6670
66671,24990
64934,12295
40549,69995
19044,6995
14234,19891
17136,6197
46546,9313
39451,14891
31463,26455
13508,16495
11671,19000
34267,10999
3379,28990
70576,9995
34947,26099
4981,41782
34588,13890
46869,23990
3403,11995
35925,15100
37112,8495
30729,15770
71140,22646
56231,17660
2246,12500
5083,19240
14683,17000
27089,16399
28375,23798
34599,31490
21437,8489
169,11495
29637,42485
51527,12500
24413,13640
52650,21317
10028,6795
10495,15995
66025,33000
69619,45000
20011,9000
35388,17999
71866,13495
27778,19170
41555,11732
59965,24991
69777,7991
34647,10980
36918,17695
28440,11700
72272,9499
23303,46900
24474,9602
36531,16000
58278,7360
68404,48143
2772,18101
41910,4388
23163,7462
72185,24799
59949,16298
32056,15995
29235,16849
47524,8998
75635,11298
73553,7900
27035,18995
16305,7390
7971,10200
74423,15109
10976,9498
26765,7000
31595,2995
22422,22495
66442,13898
1524,24622
8202,24289
64173,7697
50167,11495
63379,15999
32978,21549
46396,7698
74590,18995
32932,7695
22096,10000
66904,23490
43427,9690
3071,23991
30108,16299
19388,11290
58412,13778
404,30399
34186,28795
68458,20290
56805,43716
67019,9000
42050,23995
14052,10982
47522,33599
67748,18298
61270,9998
9543,24575
7851,10519
55064,17299
21679,14299
7246,31980
19751,37000
27392,5895
20382,25495
66079,10690
4323,26189
31494,24480
69508,25290
57717,39200
70039,28500
7854,32998
36351,16800
19363,21182
48701,14500
6300,11499
29399,13950
50996,13995
55278,16000
6664,18995
44682,10820
64464,10400
43141,15400
64369,47980
34665,9698
68903,8870
21024,19999
17963,11750
39311,18250
14803,24971
44490,24750
65600,13764
50782,6498
30025,8195
19629,22498
6814,31750
30144,29950
36254,12490
73110,23995
21305,10000
50375,22498
47276,22890
37908,14290
71259,12995
38410,10995
58274,18795
7398,23490
36040,7400
57276,16791
74278,14999
62792,7500
11933,7899
32098,8990
43518,15998
29113,40092
2952,9495
19859,59988
16573,27000
33385,19965
49071,26492
50797,24899
68289,19498
64089,53260
72370,18995
13439,23849
32172,12995
23750,20980
60072,10490
59542,16999
71375,24800
30767,21399
72080,10998
23170,7745
5755,5394
25653,11180
40919,15900
49628,10700
71335,19950
56956,17400
10748,25980
27963,16998
56154,12498
17363,25780
24154,7965
46986,16996
54562,6499
19515,21490
74548,7490
70604,8880
6948,9995
70208,21980
56585,15995
49659,15896
48913,8140
23857,17498
35191,6499
17742,14499
51970,28752
60948,5925
67412,13000
25834,17480
47529,9999
36031,9491
17745,41490
66739,7999
31441,13900
34700,7695
41135,10691
28357,35995
12098,26000
65337,12991
5972,18998
34263,13000
25135,5000
18169,2995
41887,16999
59842,13990
6727,14160
35435,4599
50332,9400
75558,5695
75627,28805
59809,29582
44641,22250
58720,13000
67916,23995
28478,9999
55595,7430
25620,20795
29135,18500
64668,9495
35178,6999
11292,33499
67333,9399
8194,6495
58218,39499
8155,19370
59007,6995
12095,7695
29840,13749
13049,26990
72044,14000
6316,13998
11456,14998
22179,15699
20980,16999
71812,12795
37253,19500
8044,17200
25521,8999
50059,9999
72941,8284
18922,29980
74203,13200
54089,15460
42790,19990
40212,25480
63594,11500
25545,10490
48234,18498
58341,67159
57486,2795
69973,7299
20661,9395
34686,41995
53618,15800
54740,8998
36228,29991
4843,8000
19109,11450
61599,26281
30512,11340
45647,15763
73032,10495
44138,9895
65344,17990
11480,6275
5329,10990
67805,20990
25005,7995
23413,11490
35166,19000
32337,18490
66543,15000
34996,13990
34194,27490
33868,42732
19073,9290
46900,18995
51966,16210
35516,11295
59582,6360
67265,6450
29336,13900
12696,21000
41553,19222
21946,19990
40079,9995
43223,20000
33679,26549
43604,19990
3949,29690
29227,5695
46857,14395
68228,19802
34135,7324
42374,11995
52876,6495
63614,10440
47075,17495
29870,10495
41320,12699
40334,14495
18909,22767
53397,15182
2903,16500
57300,18000
26533,28995
17930,14995
72913,17999
48791,12398
25689,8699
22783,9500
39075,11495
4047,9795
12057,22750
41324,6750
55405,29900
67826,37900
65801,10995
29177,15499
39376,10499
6526,8985
50475,9491
73779,21950
32345,25480
41921,31000
50003,10695
54753,14790
73049,14500
48863,25995
38023,10770
33515,31995
56116,8497
26410,17900
62074,26298
72297,5000
59332,14995
52015,11795
1216,36990
46696,19300
43343,18495
64715,11490
49578,29490
33859,13995
71447,10000
4744,5130
50308,18447
8179,24995
33067,25995
44662,10898
14068,22490
52274,15500
22523,12717
47521,6300
26130,19995
27640,15490
27416,14221
1779,17000
32301,10995
64025,19000
2674,26399
13103,31000
55599,6195
15040,6990
49383,22480
33797,26000
46558,8795
27440,12600
28413,7901
61483,13490
54635,6480
19726,16498
35763,15199
73279,8725
51637,12430
70181,14000
23034,27225
52350,9995
17908,16500
9985,8495
4379,9498
73331,6491
8000,8498
64253,7480
5745,31246
20999,16695
26174,23499
5847,21980
21514,5700
4682,49000
60919,25799
59025,10495
39136,13700
2906,16750
51899,17600
68244,11990
56634,9498
13231,10295
37671,15899
69829,8050
40565,24498
67438,12000
18723,14500
33793,21645
34721,11991
65702,8750
49564,30000
15024,9195
31297,19998
2761,17899
24641,53989
31816,6595
2043,10989
75061,15700
19118,11995
21246,16600
59595,18122
70227,9500
23391,11811
2413,15390
67294,6318
51283,18590
50700,11898
30667,10985
27037,7995
48967,7599
60993,21495
2621,11500
31863,12490
5672,8995
75844,6698
20399,7798
46955,10887
63376,56900
28563,6275
17378,25729
43168,20995
4931,8000
59700,5879
4487,7399
38393,15985
1383,11200
66374,7995
11779,7691
51490,13299
59912,27498
39720,9299
931,31736
55159,19899
8847,9695
12423,12600
9340,25400
27835,9499
8282,11950
11479,18495
41056,13498
71720,20100
19542,15990
14835,10483
47483,16800
72997,17000
55015,22975
53626,18490
43359,15990
63923,60000
63007,14491
11027,12890
25020,12990
2733,20380
250,25998
71410,11990
70384,19995
53659,9300
22531,22969
945,41399
40198,20498
58972,15441
23419,10497
75557,13700
1584,4500
31236,14897
56885,13500
49397,23499
35453,19240
10846,6622
64786,10698
33716,14489
8240,19901
29357,22498
30686,46199
763,13500
50685,7990
53239,41719
39882,17450
7368,23490
12724,14990
57923,7230
33226,15498
44160,15300
60037,26925
2004,18975
45972,11200
20897,25999
19228,13750
31310,19000
30472,23695
961,14759
48715,5990
12128,15150
65719,19450
23661,3995
34868,6250
12721,15000
29880,5298
45501,25699
29044,12020
51896,46450
49221,32445
75024,7990
23136,19200
62784,14780
70198,18750
57299,17495
55216,30995
20282,14694
23460,33400
11669,10200
42863,19900
69053,19290
61563,17550
43124,8995
70656,23062
29026,9421
35016,30488
75161,12995
42217,7895
60309,15498
5655,10899
15586,26000
24166,17350
57160,8495
4228,10990
18096,22995
33217,8800
41966,6100
30193,25389
7574,11975
16931,17800
15875,16000
28389,25990
58353,12298
9187,9495
14534,27950
75737,6999
47991,14490
8147,12698
36909,25995
3123,5999
9718,10674
19212,11000
2197,4195
53554,25798
40264,11500
42671,9910
42571,16900
27180,6199
17847,14690
57623,19000
9413,45980
49263,34995
64254,13695
22115,27462
18042,15000
41906,26990
4455,15798
42773,16990
11150,17998
65634,17250
13915,21490
73215,10999
26178,15790
3434,16498
61740,9299
32880,22750
26268,5795
41111,7791
22643,6795
38825,43299
17923,6890
41232,26000
53255,28950
27686,23870
74562,33094
3139,14990
59071,21000
54322,10990
52756,22072
16741,23399
24248,10191
70763,27430
5193,14790
20147,14489
51876,19799
41146,7300
8327,8900
55923,6490
43743,59990
56237,14941
30275,12490
13994,10972
2345,14989
39298,12998
863,12740
23719,22491
1802,18300
74868,10280
34289,20995
71579,23449
52903,17998
69124,30995
55368,14999
51785,10901
14980,7699
45781,12990
55459,14195
9778,32995
20142,19450
14668,16370
6786,15989
34472,11795
45176,15000
33255,25000
36428,13989
38719,18500
56628,25980
34473,19000
27167,12490
13417,8141
36179,16822
20969,14990
50100,4370
60581,29900
35153,15000
33493,5499
923,11100
40924,26299
29722,6100
40699,11462
52695,7950
75938,24990
69439,45980
69007,12999
8285,17999
2038,5950
14101,17999
3018,9700
16745,14999
71775,47490
59290,25995
74609,7325
75053,4795
75504,6500
48509,12000
1360,11499
28898,10190
59687,25199
13783,10820
26726,11798
44694,12991
75136,7400
40215,4995
22093,5500
15754,7750
24644,4310
61683,9990
58551,23890
60800,10495
54608,17289
12083,11800
28594,21995
41411,14296
55773,10499
4312,12495
51350,9998
34916,19899
10235,27495
54554,19950
9563,7899
17083,20389
1314,16000
68545,2650
69947,15432
48901,16970
35783,9110
5445,6708
4547,8490
16704,9991
70583,23991
73716,5995
18798,1990
73900,16871
52174,9000
60310,10400
32215,6491
22865,26888
66458,13999
28081,17749
22316,24995
32874,8999
38906,31290
27847,21990
55862,13201
14784,35490
7224,18496
35146,7999
1377,11899
29186,10998
67956,5995
54250,8360
25751,19890
69720,46980
13810,2900
39887,7390
38671,14190
59105,16911
57027,8898
35629,16699
10838,16498
34925,25961
39199,19750
11050,1649
4353,46992
49382,9900
56371,10995
44854,10970
39836,37990
50391,30950
46777,20490
20363,25741
33033,9524
23274,14650
20276,15899
68526,15087
36392,6498
50541,21691
37891,6888
27613,13990
7101,22998
50037,25999
69168,9999
43856,27989
5018,4120
63574,6799
33300,16440
10818,20899
57707,10000
55372,24299
48586,27989
17782,17998
38265,27490
73971,6999
49176,22990
54053,19990
59892,26498
71670,16460
10184,16490
63444,18299
45235,20750
46369,7997
12603,14799
65225,18998
40841,29999
38137,17450
75297,9350
58261,20600
64636,8770
69259,2899
74428,51990
48837,32481
62815,28692
11707,13650
74490,10500
71043,29990
31309,9991
64346,20000
49520,8000
18696,15300
32537,14595
19642,21750
10411,13300
68538,17390
45926,17400
57863,24000
13336,10572
71800,11995
37026,20990
45164,12685
54644,47990
58971,10995
3763,5299
34108,13999
40525,11998
48449,29990
3304,14000
61434,20990
66701,30995
24060,15035
12338,11000
70139,14500
18521,11298
63515,10470
11809,17200
62480,25250
18221,6040
6188,14000
37888,14000
47933,21785
18883,12490
8664,4795
50940,22999
3406,7295
30180,29995
39100,5885
64855,13998
28222,43395
64705,16499
11749,12495
52709,52500
41746,17900
36249,16995
27572,10000
23575,22299
47257,10990
29340,11695
31892,14133
9905,10998
8937,25980
68058,6000
6851,11990
50810,28994
48567,13290
25849,7798
52142,12990
70644,21980
9993,12998
64023,6420
21787,25626
37222,16750
64238,23950
25308,10000
68325,28950
3449,26990
72158,11500
22272,21950
24409,22450
3622,19995
22849,19990
5209,11700
16864,11995
23862,22999
30914,17185
40589,10499
58749,17998
73459,2999
21641,22990
71622,21999
33273,11690
43787,10195
68574,20991
55633,11250
7477,9980
63297,21875
42261,39999
49128,9721
22031,22900
58940,11997
20543,7991
28407,9150
30092,13500
55298,10400
4251,10175
21289,17998
63222,9995
3441,24411
59220,13750
4642,11995
58028,15495
18274,6999
26737,18998
56602,20498
15313,17490
22448,19070
15557,18990
68749,41112
6969,13995
46498,12990
43904,19989
14261,18995
3413,11698
51443,5295
69387,2995
67188,59995
27617,7995
24911,15199
41448,9760
35043,15500
46012,17950
42196,16995
23461,8000
42192,11390
7128,12096
55609,20995
62728,11900
3681,17790
26249,12485
56676,19900
69398,17995
8093,16592
64196,8900
20256,15795
8976,10799
41165,13600
45946,7495
32159,19995
51109,19998
48209,25799
66248,13699
18493,21995
13051,8000
71594,9400
28665,17999
27029,17391
45593,36444
47389,17500
38172,18650
13328,10000
31582,23799
35444,6900
46254,10995
59380,21499
44233,15998
43927,10990
40685,29498
32695,10700
64990,11992
39192,36980
4348,20498
50123,31498
45169,16995
36200,10500
58051,12498
64118,8990
51132,19999
40629,24799
21072,10000
43475,10000
35558,6761
59216,8995
3251,14992
26940,8199
36268,12795
61145,18762
69537,15000
5444,16798
25481,22550
10496,24400
14314,12000
11164,15999
45724,5991
11258,19295
29190,25879
45361,10990
54298,11490
33559,7698
13114,14000
28451,21658
53304,10637
36423,15999
13612,15799
1616,14749
27197,10599
26982,44980
32335,28348
57652,12495
75184,25480
47301,9590
59921,22767
22971,17973
26596,25950
20090,12899
59871,29994
68273,23795
5706,4991
24096,9990
21177,10989
14469,7140
62913,26970
37340,11679
71434,6990
6983,7999
49978,43480
52202,24699
59101,16810
49368,9279
2317,18299
60765,23590
57813,13990
25731,17250
24254,15999
58649,4495
50767,26298
35036,24290
67646,6891
15977,12992
37118,8999
55999,26995
22460,6450
29771,41490
23333,13495
44949,33998
53783,8191
6273,8000
533,14750
19476,11300
33945,24690
6067,10850
8560,44995
56949,9599
17667,16444
35356,7950
53382,9990
9838,19750
69896,14490
58795,12000
37738,10650
71449,10450
38163,15995
61034,9990
14645,31000
606,17900
17175,6990
59960,12995
19138,21999
7116,12998
15859,15795
29963,17995
1880,19000
70024,7998
42627,11490
24574,7610
70261,11842
67285,29990
41082,14120
46247,46995
62808,9997
41585,23254
43538,13998
40851,2690
28032,9995
26721,11980
25306,17495
57212,8597
9549,38899
25698,15490
32568,12998
29825,13798
66836,36490
26882,15000
33204,11490
30670,29990
10894,4995
31157,18950
68660,8995
57997,19699
13529,9895
50265,50995
63094,2895
8775,15699
23501,16480
2512,31450
19911,10498
66606,24280
5090,12681
44497,17500
28028,8250
12545,8995
51692,37995
63478,16998
896,8498
39113,16200
60547,23980
60563,6991
24712,7000
13465,25349
12413,16199
46240,38000
17524,10990
30680,20000
1398,17750
72372,8500
5190,51096
6020,18695
39499,13795
28877,11746
17953,6998
43270,16995
29255,24991
70387,20250
38017,14810
32374,15490
15902,30000
3872,24490
51063,19950
5883,29950
3856,12999
17374,18300
73514,13000
66066,30490
36807,11100
36704,8490
18334,13838
38868,16000
74491,6995
39372,9000
22170,2495
37472,15880
2725,26900
14244,6795
30008,17298
29268,12889
10160,27950
15831,6794
71315,13500
39902,11292
63296,10540
18455,21000
15205,15990
8791,10490
31095,37995
9485,13957
21936,8000
66342,7291
54696,14900
17856,28495
64518,10498
46527,8899
58666,5680
52424,3000
14954,20965
22688,31990
20708,22956
42902,14199
55562,32500
74717,21499
61468,19995
33546,15498
43412,20595
30925,34485
57866,20990
74951,7998
55565,10950
27288,17250
14621,22795
52098,24966
30973,18399
11066,8499
52850,6285
12666,19000
39322,22999
717,19495
31885,6800
48424,6998
60338,8499
36735,14995
26649,22650
37607,18500
50516,13210
62959,19998
18997,17888
61331,18740
53119,16869
49817,20980
24458,17799
56650,36490
41773,36360
18668,26000
34869,25990
33019,19950
35150,15990
9382,12995
73375,12000
21947,29399
44735,14500
21767,10600
38570,9443
54657,17295
59630,10590
69866,18552
25368,13990
15916,24490
6799,10998
36696,19500
70648,24998
35659,11990
15759,14940
34309,14926
68037,10500
20626,8600
42109,8995
25487,13495
40984,26350
42932,10450
27019,11800
3759,10295
56999,11298
21798,13000
65148,6295
60843,13450
42551,7499
18416,18500
16520,7131
31893,8200
75629,13000
66807,41890
25258,11200
60722,15699
69608,7389
73446,5698
27207,6240
29649,11700
5873,27999
39118,9000
25131,46002
10324,20290
72102,13998
35264,9999
9585,33990
23627,29990
75234,13490
43607,27399
6817,7960
38584,6040
43697,18498
41308,8995
41897,29490
18949,59124
70803,5901
22626,17200
23562,41000
40899,10000
62966,25399
31416,15100
32505,14715
41800,5730
5676,14490
17621,17997
20605,13992
70398,20900
74982,40649
27465,18998
51236,11495
14277,23775
43462,10995
25248,28000
56009,9000
62690,11256
4803,24724
70667,38509
75335,13495
73541,16498
62863,18900
20197,10000
54114,19485
8344,6900
17746,9699
75323,9000
1585,23386
63816,8995
18181,21495
58036,26995
70229,12988
32753,15000
19581,850
38478,16200
26011,14819
32642,16498
20908,49980
6342,9998
58434,9800
62328,10495
63281,20995
31653,8000
21182,23495
28184,9500
53075,23699
39317,18995
23985,20000
62737,21805
61529,17500
73584,23941
12500,25480
60026,12619
48513,21790
47219,36990
18199,41550
56271,22499
3022,29800
36248,14211
72460,13195
70174,13390
30790,29890
68188,2495
50281,9295
28291,10200
42782,5498
4793,12998
6500,7298
52713,11000
20981,3695
59575,21699
9138,6995
56697,10990
14571,9599
25912,23447
65372,6770
11720,19680
49943,21499
23062,33500
67425,33841
40641,34350
59342,8000
25646,15500
9907,14000
17844,13498
37364,14995
54708,54998
31633,14700
39716,13000
5754,9895
27980,37995
66165,46980
73172,18441
47241,12750
62748,11998
47311,8650
65858,32099
72846,14499
8981,13000
13232,24039
55611,20222
633,39980
7631,13999
43486,18000
61272,13500
30409,13000
799,8995
850,14490
11406,27990
130,26990
67381,14700
11599,28878
22305,32810
59374,15361
8335,24498
45069,9500
60038,12000
63566,12400
3166,12500
41134,18490
59637,13999
30464,9823
23684,31995
14515,9585
48017,7495
56030,25999
13458,7925
70820,27299
33414,47990
65523,14991
70609,21644
59889,12600
41785,8989
13354,3990
68227,19500
6666,22995
74962,19691
9632,44999
7796,10500
29644,8990
7184,26900
13504,18490
46427,16950
39050,16490
3186,10498
30346,10995
33588,17999
20360,23995
66569,6450
36355,21900
74699,7250
652,10700
12116,12695
18896,11810
17354,10995
73319,16995
36928,14499
29285,20799
61931,14000
19686,9200
29282,8000
27102,7495
37331,11280
57876,2895
30660,13599
12117,7500
